"addresses__address1","addresses__address2","addresses__city","addresses__state","addresses__postalCode","addresses__coordinates__lat","addresses__coordinates__lng","attribution"
"8001 East 6th Avenue","#APT 000003","Anchorage","AK","99504","61.21728099999999","-149.7308899",""
"2079 Nashboro Boulevard","","Nashville","TN","37217","36.0892209","-86.6299078",""
"629 Cutter Court","","Annapolis","MD","21401","38.970299","-76.525336",""
"1263 Evarts Street Northeast","","Washington","DC","20018","38.924278","-76.988248",""
"10749 West Kaler Drive","","Glendale","AZ","85307","33.546346","-112.291933",""
"1734 Corcoran Street Northwest","","Washington","DC","20009","38.911684","-77.03983699999999",""
"1729 Frankford Street Southeast","","Washington","DC","20020","38.855963","-76.979539",""
"6740 Van Gordon Street","","Arvada","CO","80004","39.81968","-105.13578",""
"55 Sunrise Avenue","","Moretown","VT","05660","44.256561","-72.79034399999999",""
"7 South University Avenue","#13","Fayetteville","AR","72701","36.062438","-94.1686409",""
"10406 Sunlight Lane","","Louisville","KY","40272","38.1009699","-85.839978",""
"1255 U.S. Route 5 North","","Windsor","VT","05089","43.50444","-72.397761",""
"301 Southeast 37th Street","","Oklahoma City","OK","73129","35.4275688","-97.5055373",""
"6233 South Hampton Drive","","Montgomery","AL","36116","32.299741","-86.2284279",""
"8010 Queen Victoria Drive","#APT 000004","Anchorage","AK","99518","61.14816699999999","-149.879705",""
"4303 Ashleycreek Court","","Louisville","KY","40241","38.307481","-85.61106",""
"23480 Abers Avenue","","Port Charlotte","FL","33980","27.00387","-82.059358",""
"1817 Beech Street","","Louisville","KY","40210","38.225228","-85.804766",""
"2169 Barre Road","","Hubbardston","MA","01452","42.358773","-72.14296100000001",""
"7060 Eastern Avenue","","Washington","DC","20012","38.977426","-77.01809999999999",""
"25793 Durrwood Court","","Castro Valley","CA","94552","37.6788246","-122.0341169",""
"8526 Preston Highway","","Louisville","KY","40219","38.1282719","-85.68177279999999",""
"3642 Chatsworth Road","","Fayetteville","AR","72703","36.0976519","-94.10907000000002",""
"722 13th Street Northeast","","Washington","DC","20002","38.899741","-76.98857799999999",""
"19141 Pine Ridge Circle","","Anchorage","AK","99516","61.047436","-149.779548",""
"2133 Boultier Street","","Montgomery","AL","36106","32.35935200000001","-86.290418",""
"3635 Bisquier Drive","","Anchorage","AK","99508","61.188009","-149.786529",""
"1100 West Bowen Boulevard","F","Fayetteville","AR","72703","36.105624","-94.00801",""
"606 Spence Enclave Way","","Nashville","TN","37210","36.1534208","-86.7201705",""
"9730 West 81st Avenue","","Arvada","CO","80005","39.8438501","-105.1058431",""
"7802 Titan Court","","Pasadena","MD","21122","39.1322645","-76.5304743",""
"312 Northwest 90th Street","","Oklahoma City","OK","73114","35.5624379","-97.5186753",""
"3904 Martagon Circle","","Anchorage","AK","99516","61.095324","-149.809293",""
"8157 East Beach Drive Northwest","","Washington","DC","20012","38.991249","-77.0435339",""
"848 Vermont 14","","Woodbury","VT","05650","44.407272","-72.411934",""
"971 Zenith Loop","#113","Fayetteville","AR","72701","36.0534072","-94.1751687",""
"17 Elm Street","#4","Cambridge","MA","02139","42.367748","-71.098765",""
"4188 Summerview Drive","#3","Louisville","KY","40272","38.0741784","-85.8750755",""
"8302 Star Point Court","","Prospect","KY","40059","38.33918999999999","-85.591943",""
"707 Pinkston Street","","Montgomery","AL","36109","32.3947337","-86.2236621",""
"1761 Thousand Oaks Boulevard","M","Berkeley","CA","94707","37.897449","-122.28256",""
"9712 Stream View Trail","","Louisville","KY","40258","38.136731","-85.88158",""
"16 Redbud Way","","Marlborough","MA","01752","42.3198245","-71.5739956",""
"6604 North 59th Avenue","#17","Glendale","AZ","85301","33.5340739","-112.186878",""
"35 Leominster Road","#1","Lunenburg","MA","01462","42.591155","-71.722904",""
"2230 Armstrong Drive","","Savannah","GA","31404","32.028393","-81.07870299999999",""
"1906 Palmetto Avenue","","Panama City","FL","32405","30.183646","-85.72276699999999",""
"108 Croft Drive","R","Manchester","CT","06042","41.803872","-72.569948",""
"179 Blue Ridge Drive","","Manchester","CT","06040","41.759683","-72.468344",""
"1209 Parker Street","","Berkeley","CA","94702","37.859962","-122.286565",""
"400 South 28th Street","","Louisville","KY","40212","38.25750499999999","-85.79717",""
"6047 Cole Court","","Arvada","CO","80004","39.806248","-105.1517452",""
"905 Richardson Vista Road","#APT 165","Anchorage","AK","99501","61.2309498","-149.8576984",""
"12610 Webber Road","","Fountain","FL","32438","30.4711","-85.41234899999999",""
"350 Woodbine Road","","Shelburne","VT","05482","44.4126509","-73.206795",""
"11501 Maple Way","","Louisville","KY","40229","38.097617","-85.6598254",""
"98 Lee Drive","","Annapolis","MD","21403","38.933313","-76.4933099",""
"126 Sunshine Road","O","Savannah","GA","31405","32.059784","-81.202271",""
"4313 Wisconsin Street","#APT 000007","Anchorage","AK","99517","61.18106049999999","-149.9427916",""
"829 Main Street","","Manchester","CT","06040","41.7706776","-72.5209167",""
"37 Spring Street","","Groton","CT","06340","41.320683","-71.991475",""
"266 South J Street","","Livermore","CA","94550","37.6805701","-121.7680214",""
"7952 South Algonquian Way","","Aurora","CO","80016","39.5733502","-104.7162106",""
"9223 Elgin Circle","","Anchorage","AK","99502","61.13680300000001","-149.965463",""
"224 Michael Sears Road","","Belchertown","MA","01007","42.23461","-72.35973",""
"706 James Road","","Glen Burnie","MD","21061","39.14470499999999","-76.639042",""
"1309 Graniteville Road","","Williamstown","VT","05679","44.126022","-72.5111079",""
"1421 Floral Street Northwest","","Washington","DC","20012","38.9788736","-77.03436099999999",""
"3413 Pheasant Run Road","","Norman","OK","73072","35.2350656","-97.492398",""
"1428 Flatwood Court","","Crofton","MD","21114","39.014438","-76.694666",""
"3031 Casa Drive","","Nashville","TN","37214","36.143172","-86.643205",""
"4339 Benning Road Northeast","","Washington","DC","20019","38.8917663","-76.93973129999999",""
"17794 West 77th Lane","","Arvada","CO","80007","39.8378908","-105.2002763",""
"5603 Dune Creek Trail","","Panama City","FL","32404","30.250925","-85.548013",""
"3502 Cottage Cove Lane","","Panama City","FL","32408","30.14336","-85.71539",""
"4221 Thompson Avenue","APT C","Anchorage","AK","99508","61.2277595","-149.8015005",""
"3526 Sutton Loop","","Fremont","CA","94536","37.5583435","-121.9995133",""
"398 Gove Hill Road","","Thetford","VT","05075","43.826614","-72.288844",""
"3808 Richland Avenue","","Nashville","TN","37205","36.13389","-86.83228199999999",""
"5113 Village Trace","","Nashville","TN","37211","36.046228","-86.732514",""
"324 Martin Luther King Junior Boulevard","","Fayetteville","AR","72701","36.0563696","-94.15523499999999",""
"2115 Longest Avenue","","Louisville","KY","40204","38.2366023","-85.7136791",""
"7650 West 68th Avenue","#315","Arvada","CO","80004","39.8196765","-105.082837",""
"117 South Capitol Parkway","","Montgomery","AL","36107","32.3777959","-86.284319",""
"70 Valley Road","#2","Louisville","KY","40204","38.2308094","-85.72328019999999",""
"2170 Benton Boulevard","#2107","Pooler","GA","31322","32.174557","-81.2292499",""
"3203 US Highway 98","A","Mexico Beach","FL","32456","29.9491178","-85.41958989999999",""
"21007 North 53rd Avenue","","Glendale","AZ","85308","33.67628000000001","-112.174746",""
"856 Milton Street","","Oakland","CA","94607","37.817176","-122.276749",""
"7326 North 62nd Avenue","#2","Glendale","AZ","85301","33.5447807","-112.1924116",""
"37608 2nd Street","","Fremont","CA","94536","37.576224","-121.979386",""
"642 Sagamore Drive","","Montgomery","AL","36109","32.393769","-86.232871",""
"6005 Tamarack Drive","","Montgomery","AL","36117","32.414472","-86.19744999999999",""
"7202 Jump Street","","Youngstown","FL","32466","30.279755","-85.520225",""
"120 Wells Avenue","","Glen Burnie","MD","21061","39.180259","-76.63452",""
"18117 Muldrow Street","","Anchorage","AK","99577","61.3467503","-149.5424284",""
"15267 Hesperian Boulevard","#32","San Leandro","CA","94578","37.6949779","-122.1311145",""
"8934 Arrowrock Trail","","Smartsville","CA","95977","39.198651","-121.280114",""
"351 Porter Street","","Manchester","CT","06040","41.77366","-72.497158",""
"178 Old Homestead Road","","Danville","VT","05873","44.4096114","-72.211852",""
"517 Wesley Avenue","","Nashville","TN","37207","36.206561","-86.75554199999999",""
"1521 North Olympic Club Avenue","#201","Fayetteville","AR","72704","36.0833881","-94.2152761",""
"3109 Thistle Down Lane","","Nashville","TN","37013","36.02579600000001","-86.69677",""
"2 Spencer Street","","Lexington","MA","02420","42.432515","-71.206915",""
"3714 John Mallette Drive","","Nashville","TN","37218","36.196202","-86.8401389",""
"2008 Aberdeen Drive","","Crofton","MD","21114","39.010872","-76.6722829",""
"4423 Lilac Avenue","","Savannah","GA","31404","32.029781","-81.07308499999999",""
"712 Parkside Place Northeast","","Washington","DC","20019","38.90056149999999","-76.94897189999999",""
"1330 North Mission Boulevard","","Fayetteville","AR","72701","36.079904","-94.146141",""
"3231 North Kings Cross","","Fayetteville","AR","72703","36.1093059","-94.124859",""
"540 East Appleby Road","#105","Fayetteville","AR","72703","36.1054754","-94.15089139999999",""
"6789 West 70th Avenue","","Arvada","CO","80003","39.8236737","-105.0717506",""
"19 Euston Street","#1F","Brookline","MA","02446","42.34796009999999","-71.1080246",""
"6216 West Bloomfield Road","","Glendale","AZ","85304","33.59866","-112.192737",""
"105 Hunt Club Court","","Savannah","GA","31406","31.9914487","-81.0716535",""
"5242 Thornton Lane","","Panama City","FL","32404","30.126486","-85.593897",""
"115 Wells Street","","Manchester","CT","06040","41.766326","-72.5148169",""
"36360 Beech Place","","Newark","CA","94560","37.53467699999999","-122.047933",""
"378 Bonny Street","","Grand Junction","CO","81501","39.059697","-108.543777",""
"7981 Robinson Way","","Arvada","CO","80004","39.8029357","-105.0858541",""
"120 North Hurstbourne Parkway","#622","Louisville","KY","40222","38.2481391","-85.5788444",""
"7401 West Arrowhead Clubhouse Drive","#2031","Glendale","AZ","85308","33.66419","-112.216752",""
"3041 West Marigold Drive","","Fayetteville","AR","72704","36.0885543","-94.2023095",""
"5701 East Shirley Lane","","Montgomery","AL","36117","32.3704234","-86.2038984",""
"4486 U.S. 5","","Newport","VT","05855","44.9519498","-72.1575723",""
"740 East 34th Street","","Savannah","GA","31401","32.0565764","-81.0871574",""
"5706 Worchester Drive","","Montgomery","AL","36116","32.340243","-86.218834",""
"334 North Cove Boulevard","","Panama City","FL","32401","30.15363","-85.6500873",""
"5458 30th Street Northwest","","Washington","DC","20015","38.962854","-77.060583",""
"5157 West Kerry Lane","","Glendale","AZ","85308","33.6600759","-112.170169",""
"7041 Dover Avenue","","North Beach","MD","20714","38.721772","-76.539551",""
"159 Adams Street","","Manchester","CT","06040","41.790837","-72.551582",""
"10312 Parlett Place","","Cupertino","CA","95014","37.327683","-122.031104",""
"1602 East 14th Court","","Lynn Haven","FL","32444","30.237385","-85.63112199999999",""
"2850 Davenport Street Northwest","","Washington","DC","20008","38.951757","-77.058368",""
"8800 Northwest 92nd Street","","Oklahoma City","OK","73132","35.5649656","-97.67169559999999",""
"3313 East Tecumseh Road","","Norman","OK","73071","35.264536","-97.392811",""
"13525 West Stella Lane","","Litchfield Park","AZ","85340","33.528206","-112.350848",""
"5110 East Shoshone Avenue","","Orange","CA","92867","33.814782","-117.798075",""
"3 Dayton Street","","Chelmsford","MA","01863","42.6260813","-71.3988193",""
"3752 Roswell Place","","Montgomery","AL","36116","32.3272845","-86.1937995",""
"2310 Donleigh Court","","Louisville","KY","40222","38.286353","-85.626059",""
"20228 Crabtree Street","","Anchorage","AK","99567","61.403202","-149.492236",""
"86 Highland Street","","Manchester","CT","06040","41.763769","-72.500345",""
"126 Garth Road","","Manchester","CT","06040","41.781515","-72.48855",""
"2835 Southwest 78th Street","","Oklahoma City","OK","73159","35.3874512","-97.5644501",""
"202 Pepperbush Road","","Louisville","KY","40207","38.258868","-85.6678979",""
"595 West 54th Street","#4","Savannah","GA","31405","32.0454857","-81.1108308",""
"4253 San Juan Avenue","","Fremont","CA","94536","37.560886","-122.021195",""
"13066 North 56th Avenue","","Glendale","AZ","85304","33.602739","-112.177602",""
"320 South Link Lane","B","Fort Collins","CO","80524","40.5851762","-105.0497247",""
"1414 West 7th Avenue","#APT 000002","Anchorage","AK","99501","61.2156032","-149.910416",""
"40 Oliver Road","","Manchester","CT","06042","41.7822249","-72.5369982",""
"202 Winston Road","","Pasadena","MD","21122","39.155447","-76.51898790000001",""
"4130 Legation Street Northwest","","Washington","DC","20015","38.9619069","-77.08174199999999",""
"9827 Davenport Avenue","","Youngstown","FL","32466","30.326868","-85.457939",""
"135 Northshore Drive","","Burlington","VT","05408","44.516013","-73.268123",""
"833 South Brownell Road","","Williston","VT","05495","44.451935","-73.12454199999999",""
"4225 Eatons Creek Road","","Nashville","TN","37218","36.214124","-86.865025",""
"60 Bagley Street","","Saint Johnsbury","VT","05819","44.421932","-72.01577",""
"721 South Jackson Street","#103","Louisville","KY","40203","38.2437967","-85.7455513",""
"1227 Aaron Street","","Montgomery","AL","36104","32.361488","-86.31548200000002",""
"1742 Allerford Drive","","Hanover","MD","21076","39.153117","-76.738421",""
"1010 Hillcrest Drive","","Fort Collins","CO","80521","40.574139","-105.1189987",""
"218 Durham Park Way","","Pooler","GA","31322","32.127729","-81.25452299999999",""
"309 Water Street","","North Little Rock","AR","72117","34.7536073","-92.21011229999999",""
"1514 Canton Avenue","","Milton","MA","02186","42.227563","-71.10937799999999",""
"1641 Kramer Street Northeast","","Washington","DC","20002","38.897659","-76.980705",""
"43949 South Moray Street","","Fremont","CA","94539","37.5192549","-121.926948",""
"1014 South 2nd Street","#508","Louisville","KY","40203","38.2381394","-85.7567894",""
"15509 East 7th Circle","","Aurora","CO","80011","39.728358","-104.807559",""
"2829 31st Street Northwest","","Washington","DC","20008","38.9273118","-77.0609791",""
"2236 Susitna Drive","","Anchorage","AK","99517","61.199596","-149.949076",""
"1032 Brayhill Road","","Edmond","OK","73003","35.6752043","-97.4988948",""
"1326 U.S. 80","#403","Garden City","GA","31408","32.0884125","-81.167345",""
"1 Kelton Court","#4H","Oakland","CA","94611","37.8243896","-122.2508859",""
"83 Oakdale Road","","Newton","MA","02459","42.3184962","-71.1985203",""
"517 Copperfield Way","","Brentwood","TN","37027","36.038314","-86.748505",""
"218 Shipley Alley","","Fayetteville","AR","72701","36.0648927","-94.1636259",""
"804 Old Coach Place","","Nashville","TN","37076","36.223864","-86.595253",""
"2928 Avon Road","","Panama City","FL","32405","30.196279","-85.619315",""
"7529 Perryman Court","","","MD","21226","39.173785","-76.548604",""
"16205 Wind Crest Way","","Edmond","OK","73013","35.6350364","-97.6217587",""
